Name,ID,Ligand,Action,Value,Parameter,Uniprot,Class
FFA1receptor,1049,α-linolenicacid,Fullagonist,4.6–5.7,pEC50,O14842,agonists
FFA1receptor,1052,linoleicacid,Fullagonist,4.4–5.7,pEC50,O14842,agonists
FFA1receptor,1054,oleicacid,Fullagonist,3.9–5.7,pEC50,O14842,agonists
FFA1receptor,2806,myristicacid,Fullagonist,4.5–5.1,pEC50,O14842,agonists
FFA1receptor,1055,palmiticacid,Fullagonist,3.8–5.3,pEC50,O14842,agonists
FFA1receptor,10043,setogepram,Agonist,3.0,pEC50,O14842,agonists
FFA1receptor,1057,GW1100,Antagonist,6.0,pIC50,O14842,antagonists
FFA2receptor,10107,TUG-1375,Agonist,6.7,pKi,O15552,agonists
FFA2receptor,6488,compound1[PMID:23589301],Agonist,7.1,pEC50,O15552,agonists
FFA2receptor,10107,TUG-1375,Agonist,6.1–7.1,pEC50,O15552,agonists
FFA2receptor,10107,TUG-1375,Agonist,6.4,pEC50,O15552,agonists
FFA2receptor,3420,(S)-4-CMTB,Fullagonist,6.4,pEC50,O15552,agonists
FFA2receptor,1062,propanoicacid,Fullagonist,3.0–4.9,pEC50,O15552,agonists
FFA2receptor,1058,aceticacid,Fullagonist,3.1–4.6,pEC50,O15552,agonists
FFA2receptor,6499,trans-2-methylcrotonicacid,Fullagonist,3.8,pEC50,O15552,agonists
FFA2receptor,1059,butyricacid,Fullagonist,2.9–4.6,pEC50,O15552,agonists
FFA2receptor,1060,isobutyricacid,Fullagonist,3.2–3.8,pEC50,O15552,agonists
FFA2receptor,1061,pentanoicacid,Fullagonist,2.8–3.0,pEC50,O15552,agonists
FFA2receptor,6500,1-methylcyclopropanecarboxylicacid,Agonist,2.6,pEC50,O15552,agonists
FFA2receptor,8417,GLPG0974,Antagonist,8.1,pIC50,O15552,antagonists
FFA2receptor,6487,CATPB,Antagonist,6.5,pIC50,O15552,antagonists
GAL1receptor,6117,[125I][Tyr26]galanin(pig),Agonist,9.5–10.7,pKd,P47211,agonists
GAL1receptor,5390,[125I][Tyr26]galanin(rat/mouse),Agonist,9.9,pKd,P47211,agonists
GAL1receptor,6117,[125I][Tyr26]galanin(pig),Agonist,9.8,pKd,P47211,agonists
GAL1receptor,6097,"[19Lys,26Leu]-galparan",Agonist,9.1,pKd,P47211,agonists
GAL1receptor,6129,galanin{Sp:Pig},Fullagonist,9.1,pKd,P47211,agonists
GAL1receptor,6129,galanin{Sp:Pig},Fullagonist,9.1,pKd,P47211,agonists
GAL1receptor,5391,[125I][Tyr26]galanin(human),Agonist,7.8–10.3,pKd,P47211,agonists
GAL1receptor,6096,galparan,Agonist,8.2,pKd,P47211,agonists
GAL1receptor,6085,galanin(1-13)amide,Agonist,6.9,pKd,P47211,agonists
GAL1receptor,6098,[2Ala]-galparan,Agonist,5.8,pKd,P47211,agonists
GAL1receptor,6129,galanin{Sp:Pig},Fullagonist,9.6–10.6,pKi,P47211,agonists
GAL1receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,9.3–10.3,pKi,P47211,agonists
GAL1receptor,3592,galanin{Sp:Human},Fullagonist,9.1–10.5,pKi,P47211,agonists
GAL1receptor,6100,M617,Agonist,9.6,pKi,P47211,agonists
GAL1receptor,6099,M242,Agonist,9.6,pKi,P47211,agonists
GAL1receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,9.0–10.1,pKi,P47211,agonists
GAL1receptor,6129,galanin{Sp:Pig},Fullagonist,9.1–10.0,pKi,P47211,agonists
GAL1receptor,3592,galanin{Sp:Human},Fullagonist,9.2–9.9,pKi,P47211,agonists
GAL1receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,8.8–10.1,pKi,P47211,agonists
GAL1receptor,6110,Gal-(K)4,Agonist,9.4,pKi,P47211,agonists
GAL1receptor,6116,Gal-B2-MPEG4,Agonist,9.3,pKi,P47211,agonists
GAL1receptor,6111,Gal-B2-C8,Agonist,9.1,pKi,P47211,agonists
GAL1receptor,6106,Gal-B2-dPEG24,Agonist,8.9,pKi,P47211,agonists
GAL1receptor,6112,Gal-B2-C10,Agonist,8.9,pKi,P47211,agonists
GAL1receptor,6113,Gal-B2-C12,Agonist,8.9,pKi,P47211,agonists
GAL1receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,8.7–9.0,pKi,P47211,agonists
GAL1receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,8.3–9.3,pKi,P47211,agonists
GAL1receptor,6114,Gal-B2-C14,Agonist,8.6,pKi,P47211,agonists
GAL1receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,8.1–9.0,pKi,P47211,agonists
GAL1receptor,6105,Gal-B2,Agonist,8.5,pKi,P47211,agonists
GAL1receptor,6115,Gal-B2-C18,Agonist,8.4,pKi,P47211,agonists
GAL1receptor,6086,galanin(1-15),Agonist,7.9–8.5,pKi,P47211,agonists
GAL1receptor,6083,galanin(7-29)(pig),Agonist,8.2,pKi,P47211,agonists
GAL1receptor,6130,galanin(2-29)(pig),Fullagonist,7.1–8.1,pKi,P47211,agonists
GAL1receptor,6083,galanin(7-29)(pig),Agonist,7.6,pKi,P47211,agonists
GAL1receptor,6076,J20(galaninanalogue),Agonist,7.6,pKi,P47211,agonists
GAL1receptor,6130,galanin(2-29)(pig),Fullagonist,7.6,pKi,P47211,agonists
GAL1receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,7.1–8.0,pKi,P47211,agonists
GAL1receptor,6090,galanin(2-30)(human),Agonist,7.3,pKi,P47211,agonists
GAL1receptor,6102,M1151,Agonist,7.0,pKi,P47211,agonists
GAL1receptor,6075,J18(galaninanalogue),Agonist,6.9,pKi,P47211,agonists
GAL1receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,6.0–7.1,pKi,P47211,agonists
GAL1receptor,6109,"[N-Me,des-Sar]Gal-B2",Agonist,6.4,pKi,P47211,agonists
GAL1receptor,6107,Gal-B5,Agonist,6.4,pKi,P47211,agonists
GAL1receptor,6101,M1145,Agonist,6.2,pKi,P47211,agonists
GAL1receptor,6095,galanin(D-Trp2)(pig),Agonist,6.2,pKi,P47211,agonists
GAL1receptor,6095,galanin(D-Trp2)(pig),Agonist,6.0–6.4,pKi,P47211,agonists
GAL1receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pKi,P47211,agonists
GAL1receptor,6092,galanin(3-29)(rat/mouse),Agonist,<6.0,pKi,P47211,agonists
GAL1receptor,6094,galanin(10-29)(pig),Agonist,<6.0,pKi,P47211,agonists
GAL1receptor,6092,galanin(3-29)(rat/mouse),Agonist,<5.8,pKi,P47211,agonists
GAL1receptor,6093,galanin(10-29)(rat/mouse),Agonist,<5.8,pKi,P47211,agonists
GAL1receptor,6104,M1153,Agonist,5.7,pKi,P47211,agonists
GAL1receptor,6103,M1152,Agonist,5.6,pKi,P47211,agonists
GAL1receptor,6091,galanin(3-29)(pig),Agonist,<5.0–6.0,pKi,P47211,agonists
GAL1receptor,5357,galanin(2-11),Agonist,<5.3,pKi,P47211,agonists
GAL1receptor,6118,galnon,Agonist,4.9,pKi,P47211,agonists
GAL1receptor,6074,M1160,Agonist,4.8,pKi,P47211,agonists
GAL1receptor,6119,galmic,Agonist,4.5,pKi,P47211,agonists
GAL1receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,9.8,pEC50,P47211,agonists
GAL1receptor,6120,galanin-likepeptide{Sp:Pig},Agonist,7.5,pEC50,P47211,agonists
GAL1receptor,3592,galanin{Sp:Human},Fullagonist,10.1–10.2,pIC50,P47211,agonists
GAL1receptor,6129,galanin{Sp:Pig},Fullagonist,10.1–10.2,pIC50,P47211,agonists
GAL1receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,9.9,pIC50,P47211,agonists
GAL1receptor,6129,galanin{Sp:Pig},Fullagonist,9.8–9.9,pIC50,P47211,agonists
GAL1receptor,6088,galanin(1-19)(human),Agonist,9.8,pIC50,P47211,agonists
GAL1receptor,3592,galanin{Sp:Human},Fullagonist,9.6–9.9,pIC50,P47211,agonists
GAL1receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,9.6,pIC50,P47211,agonists
GAL1receptor,6088,galanin(1-19)(human),Agonist,9.5,pIC50,P47211,agonists
GAL1receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,8.9–10.0,pIC50,P47211,agonists
GAL1receptor,6082,"[Sar1,D-Ala12]galanin(1-16)",Agonist,9.4,pIC50,P47211,agonists
GAL1receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,9.0–9.2,pIC50,P47211,agonists
GAL1receptor,6084,galanin(1-11),Agonist,9.0,pIC50,P47211,agonists
GAL1receptor,6086,galanin(1-15),Agonist,8.8,pIC50,P47211,agonists
GAL1receptor,6120,galanin-likepeptide{Sp:Pig},Agonist,8.4,pIC50,P47211,agonists
GAL1receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,8.1,pIC50,P47211,agonists
GAL1receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,8.0,pIC50,P47211,agonists
GAL1receptor,6130,galanin(2-29)(pig),Fullagonist,7.5,pIC50,P47211,agonists
GAL1receptor,6122,GALP(3-32)(human),Agonist,7.5,pIC50,P47211,agonists
GAL1receptor,3596,galanin-likepeptide{Sp:Rat},Agonist,7.3,pIC50,P47211,agonists
GAL1receptor,3594,galanin-likepeptide{Sp:Human},Agonist,7.1,pIC50,P47211,agonists
GAL1receptor,6121,GALP(1-32)(human),Agonist,6.9,pIC50,P47211,agonists
GAL1receptor,5357,galanin(2-11),Agonist,6.1,pIC50,P47211,agonists
GAL1receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pIC50,P47211,agonists
GAL1receptor,6092,galanin(3-29)(rat/mouse),Agonist,<6.0,pIC50,P47211,agonists
GAL1receptor,6092,galanin(3-29)(rat/mouse),Agonist,<6.0,pIC50,P47211,agonists
GAL1receptor,6123,alarin{Sp:Rat},Agonist,<6.0,pIC50,P47211,agonists
GAL1receptor,3896,M15,Antagonist,9.4–10.6,pKi,P47211,antagonists
GAL1receptor,3899,M40,Antagonist,9.4–10.4,pKi,P47211,antagonists
GAL1receptor,3897,M32,Antagonist,9.6–9.7,pKi,P47211,antagonists
GAL1receptor,3861,C7,Antagonist,9.2–10.1,pKi,P47211,antagonists
GAL1receptor,3898,M35,Antagonist,8.3–10.9,pKi,P47211,antagonists
GAL1receptor,3898,M35,Antagonist,9.3–9.5,pKi,P47211,antagonists
GAL1receptor,3899,M40,Antagonist,8.6–10.0,pKi,P47211,antagonists
GAL1receptor,3897,M32,Antagonist,9.2–9.2,pKi,P47211,antagonists
GAL1receptor,3861,C7,Antagonist,8.7–9.0,pKi,P47211,antagonists
GAL1receptor,3861,C7,Antagonist,7.8–9.6,pKi,P47211,antagonists
GAL1receptor,3896,M15,Antagonist,8.0–9.2,pKi,P47211,antagonists
GAL1receptor,3896,M15,Antagonist,8.2–8.6,pKi,P47211,antagonists
GAL1receptor,3899,M40,Antagonist,7.9–8.4,pKi,P47211,antagonists
GAL1receptor,3900,M871,Antagonist,6.4,pKi,P47211,antagonists
GAL1receptor,6128,Sch202596,Antagonist,5.8,pKi,P47211,antagonists
GAL1receptor,6127,GalR3ant,Antagonist,<5.0,pKi,P47211,antagonists
GAL1receptor,3898,M35,Antagonist,11.0,pIC50,P47211,antagonists
GAL1receptor,3898,M35,Antagonist,10.4,pIC50,P47211,antagonists
GAL1receptor,3899,M40,Antagonist,9.3,pIC50,P47211,antagonists
GAL1receptor,3899,M40,Antagonist,9.1,pIC50,P47211,antagonists
GAL1receptor,3896,M15,Antagonist,9.0,pIC50,P47211,antagonists
GAL1receptor,3896,M15,Antagonist,8.8–8.8,pIC50,P47211,antagonists
GAL1receptor,3861,C7,Antagonist,8.2–9.0,pIC50,P47211,antagonists
GAL1receptor,3861,C7,Antagonist,8.3,pIC50,P47211,antagonists
GAL1receptor,6124,"dithiipin-1,1,4,4-tetroxideanalogue7",Antagonist,6.7,pIC50,P47211,antagonists
GAL1receptor,3486,"2,3-dihydro-1,4-dithiin-1,1,4,4-tetroxide",Antagonist,5.6,pIC50,P47211,antagonists
GAL2receptor,6117,[125I][Tyr26]galanin(pig),Agonist,9.5–9.9,pKd,O43603,agonists
GAL2receptor,5391,[125I][Tyr26]galanin(human),Agonist,9.5–9.6,pKd,O43603,agonists
GAL2receptor,5391,[125I][Tyr26]galanin(human),Agonist,9.3,pKd,O43603,agonists
GAL2receptor,5391,[125I][Tyr26]galanin(human),Agonist,9.2,pKd,O43603,agonists
GAL2receptor,6117,[125I][Tyr26]galanin(pig),Agonist,8.4–9.9,pKd,O43603,agonists
GAL2receptor,6119,galmic,Agonist,<5.0,pKd,O43603,agonists
GAL2receptor,6086,galanin(1-15),Agonist,9.1,pKi,O43603,agonists
GAL2receptor,6129,galanin{Sp:Pig},Fullagonist,9.0–9.3,pKi,O43603,agonists
GAL2receptor,6137,galanin(1-20)(human),Agonist,9.1,pKi,O43603,agonists
GAL2receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,9.0,pKi,O43603,agonists
GAL2receptor,6129,galanin{Sp:Pig},Fullagonist,9.0,pKi,O43603,agonists
GAL2receptor,3592,galanin{Sp:Human},Fullagonist,8.6–9.1,pKi,O43603,agonists
GAL2receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,8.3–9.3,pKi,O43603,agonists
GAL2receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,8.5–8.8,pKi,O43603,agonists
GAL2receptor,3592,galanin{Sp:Human},Fullagonist,8.6,pKi,O43603,agonists
GAL2receptor,6083,galanin(7-29)(pig),Agonist,8.6,pKi,O43603,agonists
GAL2receptor,6130,galanin(2-29)(pig),Fullagonist,8.5,pKi,O43603,agonists
GAL2receptor,6086,galanin(1-15),Agonist,8.5,pKi,O43603,agonists
GAL2receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,8.4,pKi,O43603,agonists
GAL2receptor,6090,galanin(2-30)(human),Fullagonist,8.0–8.7,pKi,O43603,agonists
GAL2receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,7.9–8.8,pKi,O43603,agonists
GAL2receptor,6139,galanin(1-19)(rat/mouse),Agonist,8.3,pKi,O43603,agonists
GAL2receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,7.9–8.7,pKi,O43603,agonists
GAL2receptor,6076,J20(galaninanalogue),Agonist,8.3,pKi,O43603,agonists
GAL2receptor,6083,galanin(7-29)(pig),Fullagonist,8.3,pKi,O43603,agonists
GAL2receptor,6104,M1153,Agonist,8.3,pKi,O43603,agonists
GAL2receptor,6100,M617,Agonist,8.2,pKi,O43603,agonists
GAL2receptor,6099,M242,Agonist,8.2,pKi,O43603,agonists
GAL2receptor,6141,galanin(1-12),Agonist,8.2,pKi,O43603,agonists
GAL2receptor,6101,M1145,Fullagonist,8.2,pKi,O43603,agonists
GAL2receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,8.2,pKi,O43603,agonists
GAL2receptor,3866,[D-Trp2]galanin-(1-29),Fullagonist,8.1,pKi,O43603,agonists
GAL2receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,7.3–8.7,pKi,O43603,agonists
GAL2receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,7.9,pKi,O43603,agonists
GAL2receptor,6106,Gal-B2-dPEG24,Agonist,7.9,pKi,O43603,agonists
GAL2receptor,6095,galanin(D-Trp2)(pig),Agonist,7.6–8.1,pKi,O43603,agonists
GAL2receptor,6112,Gal-B2-C10,Agonist,7.8,pKi,O43603,agonists
GAL2receptor,6111,Gal-B2-C8,Agonist,7.8,pKi,O43603,agonists
GAL2receptor,6115,Gal-B2-C18,Agonist,7.8,pKi,O43603,agonists
GAL2receptor,6113,Gal-B2-C12,Agonist,7.8,pKi,O43603,agonists
GAL2receptor,5357,galanin(2-11),Agonist,7.8,pKi,O43603,agonists
GAL2receptor,6114,Gal-B2-C14,Agonist,7.7,pKi,O43603,agonists
GAL2receptor,6075,J18(galaninanalogue),Agonist,7.7,pKi,O43603,agonists
GAL2receptor,6109,"[N-Me,des-Sar]Gal-B2",Agonist,7.7,pKi,O43603,agonists
GAL2receptor,6116,Gal-B2-MPEG4,Agonist,7.7,pKi,O43603,agonists
GAL2receptor,6110,Gal-(K)4,Agonist,7.6,pKi,O43603,agonists
GAL2receptor,6102,M1151,Agonist,7.5,pKi,O43603,agonists
GAL2receptor,6074,M1160,Agonist,7.5,pKi,O43603,agonists
GAL2receptor,6103,M1152,Agonist,7.4,pKi,O43603,agonists
GAL2receptor,6107,Gal-B5,Agonist,7.3,pKi,O43603,agonists
GAL2receptor,6105,Gal-B2,Agonist,7.3,pKi,O43603,agonists
GAL2receptor,6108,Gal-R2-dPEG24,Agonist,7.2,pKi,O43603,agonists
GAL2receptor,5357,galanin(2-11),Agonist,7.1,pKi,O43603,agonists
GAL2receptor,6095,galanin(D-Trp2)(pig),Agonist,6.7,pKi,O43603,agonists
GAL2receptor,6092,galanin(3-29)(rat/mouse),Agonist,<6.2,pKi,O43603,agonists
GAL2receptor,6093,galanin(10-29)(rat/mouse),Agonist,<6.2,pKi,O43603,agonists
GAL2receptor,6134,galanin(5-29)(rat/mouse),Agonist,<6.2,pKi,O43603,agonists
GAL2receptor,6135,galanin(9-29)(rat/mouse),Agonist,<6.2,pKi,O43603,agonists
GAL2receptor,6136,galanin(9-25)(rat/mouse),Agonist,<6.2,pKi,O43603,agonists
GAL2receptor,6138,galanin(3-30)(human),Agonist,<6.2,pKi,O43603,agonists
GAL2receptor,6140,galanin(1-10),Agonist,<6.2,pKi,O43603,agonists
GAL2receptor,6131,GMAP(1-41){Sp:Pig},Agonist,<6.1,pKi,O43603,agonists
GAL2receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pKi,O43603,agonists
GAL2receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pKi,O43603,agonists
GAL2receptor,6132,GMAP(44-59){Sp:Pig},Agonist,<6.0,pKi,O43603,agonists
GAL2receptor,6133,"(D-Thr6,D-Trp8,9)galanin(1-15)ol",Agonist,<5.9,pKi,O43603,agonists
GAL2receptor,6092,galanin(3-29)(rat/mouse),Agonist,5.5–6.0,pKi,O43603,agonists
GAL2receptor,6093,galanin(10-29)(rat/mouse),Agonist,<5.7,pKi,O43603,agonists
GAL2receptor,6092,galanin(3-29)(rat/mouse),Agonist,<5.7,pKi,O43603,agonists
GAL2receptor,6118,galnon,Agonist,4.5,pKi,O43603,agonists
GAL2receptor,6086,galanin(1-15),Agonist,9.1,pEC50,O43603,agonists
GAL2receptor,6120,galanin-likepeptide{Sp:Pig},Agonist,8.6,pEC50,O43603,agonists
GAL2receptor,3592,galanin{Sp:Human},Fullagonist,7.9–9.1,pEC50,O43603,agonists
GAL2receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,7.3–9.4,pEC50,O43603,agonists
GAL2receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,8.3,pEC50,O43603,agonists
GAL2receptor,6130,galanin(2-29)(pig),Fullagonist,7.6–8.9,pEC50,O43603,agonists
GAL2receptor,6129,galanin{Sp:Pig},Fullagonist,8.1,pEC50,O43603,agonists
GAL2receptor,6129,galanin{Sp:Pig},Fullagonist,7.7,pEC50,O43603,agonists
GAL2receptor,6083,galanin(7-29)(pig),Agonist,7.5,pEC50,O43603,agonists
GAL2receptor,6086,galanin(1-15),Agonist,7.2,pEC50,O43603,agonists
GAL2receptor,11419,Qu-SPX,Agonist,7.1,pEC50,O43603,agonists
GAL2receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,7.0,pEC50,O43603,agonists
GAL2receptor,6095,galanin(D-Trp2)(pig),Agonist,6.8,pEC50,O43603,agonists
GAL2receptor,11417,spexin-1{Sp:Human},Agonist,6.8,pEC50,O43603,agonists
GAL2receptor,6095,galanin(D-Trp2)(pig),Agonist,6.5,pEC50,O43603,agonists
GAL2receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pEC50,O43603,agonists
GAL2receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pEC50,O43603,agonists
GAL2receptor,6094,galanin(10-29)(pig),Agonist,<6.0,pEC50,O43603,agonists
GAL2receptor,6120,galanin-likepeptide{Sp:Pig},Agonist,9.6,pIC50,O43603,agonists
GAL2receptor,6129,galanin{Sp:Pig},Fullagonist,9.5,pIC50,O43603,agonists
GAL2receptor,6129,galanin{Sp:Pig},Fullagonist,9.3–9.4,pIC50,O43603,agonists
GAL2receptor,3592,galanin{Sp:Human},Fullagonist,9.3,pIC50,O43603,agonists
GAL2receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,8.7–9.3,pIC50,O43603,agonists
GAL2receptor,3592,galanin{Sp:Human},Fullagonist,8.6–9.0,pIC50,O43603,agonists
GAL2receptor,6084,galanin(1-11),Agonist,8.8,pIC50,O43603,agonists
GAL2receptor,6082,"[Sar1,D-Ala12]galanin(1-16)",Agonist,8.8,pIC50,O43603,agonists
GAL2receptor,5357,galanin(2-11),Agonist,8.8,pIC50,O43603,agonists
GAL2receptor,6130,galanin(2-29)(pig),Fullagonist,8.7–8.7,pIC50,O43603,agonists
GAL2receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,7.9–9.5,pIC50,O43603,agonists
GAL2receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,8.7,pIC50,O43603,agonists
GAL2receptor,6086,galanin(1-15),Agonist,8.6,pIC50,O43603,agonists
GAL2receptor,3876,galanin(2-29)(rat/mouse),Fullagonist,8.5,pIC50,O43603,agonists
GAL2receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,7.9–8.5,pIC50,O43603,agonists
GAL2receptor,6086,galanin(1-15),Agonist,8.1,pIC50,O43603,agonists
GAL2receptor,6122,GALP(3-32)(human),Agonist,7.8,pIC50,O43603,agonists
GAL2receptor,3594,galanin-likepeptide{Sp:Human},Agonist,7.6–7.7,pIC50,O43603,agonists
GAL2receptor,6121,GALP(1-32)(human),Agonist,7.2,pIC50,O43603,agonists
GAL2receptor,5359,galanin(5-29)(pig),Agonist,6.7,pIC50,O43603,agonists
GAL2receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pIC50,O43603,agonists
GAL2receptor,6092,galanin(3-29)(rat/mouse),Agonist,<6.0,pIC50,O43603,agonists
GAL2receptor,6094,galanin(10-29)(pig),Agonist,6.0,pIC50,O43603,agonists
GAL2receptor,6123,alarin{Sp:Rat},Agonist,<6.0,pIC50,O43603,agonists
GAL2receptor,11418,[125I]spexin-1,Agonist,-,-,O43603,agonists
GAL2receptor,3896,M15,Antagonist,9.0,pKi,O43603,antagonists
GAL2receptor,3861,C7,Antagonist,8.7–9.2,pKi,O43603,antagonists
GAL2receptor,3896,M15,Antagonist,8.9,pKi,O43603,antagonists
GAL2receptor,3897,M32,Antagonist,8.7–8.8,pKi,O43603,antagonists
GAL2receptor,3898,M35,Antagonist,8.7–8.7,pKi,O43603,antagonists
GAL2receptor,3898,M35,Antagonist,8.1–9.2,pKi,O43603,antagonists
GAL2receptor,3899,M40,Antagonist,8.4–8.8,pKi,O43603,antagonists
GAL2receptor,3897,M32,Antagonist,7.9–9.2,pKi,O43603,antagonists
GAL2receptor,3899,M40,Antagonist,8.6,pKi,O43603,antagonists
GAL2receptor,3861,C7,Antagonist,7.7–9.3,pKi,O43603,antagonists
GAL2receptor,3899,M40,Antagonist,7.7–9.1,pKi,O43603,antagonists
GAL2receptor,3896,M15,Antagonist,7.8–9.0,pKi,O43603,antagonists
GAL2receptor,3898,M35,Antagonist,8.3,pKi,O43603,antagonists
GAL2receptor,3900,M871,Antagonist,7.9,pKi,O43603,antagonists
GAL2receptor,3861,C7,Antagonist,7.8,pKi,O43603,antagonists
GAL2receptor,6125,SNAP398299,Antagonist,<6.0,pKi,O43603,antagonists
GAL2receptor,6126,SNAP37889,Antagonist,<5.0,pKi,O43603,antagonists
GAL2receptor,6127,GalR3ant,Antagonist,<5.0,pKi,O43603,antagonists
GAL2receptor,3896,M15,Antagonist,8.0–9.2,pEC50,O43603,antagonists
GAL2receptor,3861,C7,Antagonist,8.5,pEC50,O43603,antagonists
GAL2receptor,3898,M35,Antagonist,7.9–9.1,pEC50,O43603,antagonists
GAL2receptor,3897,M32,Antagonist,7.8–8.4,pEC50,O43603,antagonists
GAL2receptor,3861,C7,Antagonist,8.0,pEC50,O43603,antagonists
GAL2receptor,3899,M40,Antagonist,7.8,pEC50,O43603,antagonists
GAL2receptor,3899,M40,Antagonist,7.6,pEC50,O43603,antagonists
GAL2receptor,3898,M35,Antagonist,7.5,pEC50,O43603,antagonists
GAL2receptor,3896,M15,Antagonist,6.5,pEC50,O43603,antagonists
GAL2receptor,3898,M35,Antagonist,8.6–9.4,pIC50,O43603,antagonists
GAL2receptor,3899,M40,Antagonist,8.6–8.7,pIC50,O43603,antagonists
GAL2receptor,3896,M15,Antagonist,8.4,pIC50,O43603,antagonists
GAL2receptor,3861,C7,Antagonist,8.1,pIC50,O43603,antagonists
GAL2receptor,3861,C7,Antagonist,7.6–8.4,pIC50,O43603,antagonists
GAL2receptor,3896,M15,Antagonist,7.6–8.3,pIC50,O43603,antagonists
GAL2receptor,6124,"dithiipin-1,1,4,4-tetroxideanalogue7",Antagonist,<4.5,pIC50,O43603,antagonists
GAL3receptor,6117,[125I][Tyr26]galanin(pig),Agonist,9.0–9.3,pKd,O60755,agonists
GAL3receptor,6117,[125I][Tyr26]galanin(pig),Agonist,8.6,pKd,O60755,agonists
GAL3receptor,6074,M1160,Agonist,<5.0,pKd,O60755,agonists
GAL3receptor,3593,"galanin{Sp:Mouse,Rat}",Partialagonist,8.1–8.8,pKi,O60755,agonists
GAL3receptor,6139,galanin(1-19)(rat/mouse),Agonist,8.2,pKi,O60755,agonists
GAL3receptor,6129,galanin{Sp:Pig},Fullagonist,8.1,pKi,O60755,agonists
GAL3receptor,3593,"galanin{Sp:Mouse,Rat}",Fullagonist,7.9–8.4,pKi,O60755,agonists
GAL3receptor,6129,galanin{Sp:Pig},Fullagonist,8.0,pKi,O60755,agonists
GAL3receptor,3876,galanin(2-29)(rat/mouse),Agonist,7.9,pKi,O60755,agonists
GAL3receptor,6076,J20(galaninanalogue),Agonist,7.9,pKi,O60755,agonists
GAL3receptor,6083,galanin(7-29)(pig),Agonist,7.5,pKi,O60755,agonists
GAL3receptor,6083,galanin(7-29)(pig),Agonist,7.4,pKi,O60755,agonists
GAL3receptor,6100,M617,Agonist,7.3,pKi,O60755,agonists
GAL3receptor,3592,galanin{Sp:Human},Fullagonist,7.3,pKi,O60755,agonists
GAL3receptor,6130,galanin(2-29)(pig),Agonist,7.2,pKi,O60755,agonists
GAL3receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,7.1–7.3,pKi,O60755,agonists
GAL3receptor,3592,galanin{Sp:Human},Fullagonist,7.2,pKi,O60755,agonists
GAL3receptor,6075,J18(galaninanalogue),Agonist,6.9,pKi,O60755,agonists
GAL3receptor,5357,galanin(2-11),Agonist,6.7,pKi,O60755,agonists
GAL3receptor,6104,M1153,Agonist,6.6,pKi,O60755,agonists
GAL3receptor,5357,galanin(2-11),Agonist,6.6,pKi,O60755,agonists
GAL3receptor,6087,galanin(1-16)(rat/mouse/pig),Agonist,6.5,pKi,O60755,agonists
GAL3receptor,6101,M1145,Agonist,6.3,pKi,O60755,agonists
GAL3receptor,6103,M1152,Agonist,6.2,pKi,O60755,agonists
GAL3receptor,6102,M1151,Agonist,6.1,pKi,O60755,agonists
GAL3receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pKi,O60755,agonists
GAL3receptor,6091,galanin(3-29)(pig),Agonist,<6.0,pKi,O60755,agonists
